pull_request,creator,creator_type,reviewer,reviewer_type,is_equal
11089,joshaber,Employees,joshaber,Employees,Yes
11078,wvanlint,Volunteers,nathansobo,Employees,No
11077,RodrigoEspinosa,Volunteers,lee-dohm,Employees,No
11065,joshaber,Employees,joshaber,Employees,Yes
11063,nathansobo,Employees,nathansobo,Employees,Yes
11060,as-cii,Employees,as-cii,Employees,Yes
11057,BinaryMuse,Employees,BinaryMuse,Employees,Yes
11054,lee-dohm,Employees,lee-dohm,Employees,Yes
11053,damieng,Employees,damieng,Employees,Yes
11051,kuychaco,Employees,kuychaco,Employees,Yes
11042,kuychaco,Employees,BinaryMuse,Employees,No
11036,nathansobo,Employees,nathansobo,Employees,Yes
11022,joshaber,Employees,joshaber,Employees,Yes
11011,nathansobo,Employees,nathansobo,Employees,Yes
11010,nathansobo,Employees,nathansobo,Employees,Yes
11009,kuychaco,Employees,kuychaco,Employees,Yes
11008,jonjitsu,Volunteers,lee-dohm,Employees,No
11006,BinaryMuse,Employees,BinaryMuse,Employees,Yes
11001,BinaryMuse,Employees,BinaryMuse,Employees,Yes
10999,50Wliu,Volunteers,as-cii,Employees,No
10984,iolsen,Employees,iolsen,Employees,Yes
10975,joshaber,Employees,joshaber,Employees,Yes
10972,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10967,b6pzeusbc54tvhw5jgpyw8pwz2x6gs,Volunteers,maxbrunsfeld,Employees,No
10959,kuychaco,Employees,BinaryMuse,Employees,No
10955,joshaber,Employees,joshaber,Employees,Yes
10933,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10930,chuckhendo,Volunteers,joshaber,Employees,No
10927,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10926,joshaber,Employees,joshaber,Employees,Yes
10925,as-cii,Employees,as-cii,Employees,Yes
10921,benogle,Volunteers,benogle,Volunteers,Yes
10901,thedaniel,Volunteers,thedaniel,Volunteers,Yes
10898,50Wliu,Volunteers,lee-dohm,Employees,No
10895,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10888,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10886,daxlab,Volunteers,50Wliu,Volunteers,No
10885,as-cii,Employees,as-cii,Employees,Yes
10878,kuychaco,Employees,kuychaco,Employees,Yes
10874,damieng,Employees,damieng,Employees,Yes
10873,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10872,kuychaco,Employees,kuychaco,Employees,Yes
10870,lee-dohm,Employees,lee-dohm,Employees,Yes
10863,as-cii,Employees,maxbrunsfeld,Employees,No
10862,PaulAik,Volunteers,damieng,Employees,No
10861,as-cii,Employees,as-cii,Employees,Yes
10858,damieng,Employees,damieng,Employees,Yes
10851,wvanlint,Volunteers,nathansobo,Employees,No
10849,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10846,kuychaco,Employees,kuychaco,Employees,Yes
10843,joshaber,Employees,joshaber,Employees,Yes
10841,ArnaudRinquin,Volunteers,maxbrunsfeld,Employees,No
10838,joshaber,Employees,joshaber,Employees,Yes
10835,as-cii,Employees,as-cii,Employees,Yes
10828,joshaber,Employees,joshaber,Employees,Yes
10827,joshaber,Employees,joshaber,Employees,Yes
10818,damieng,Employees,damieng,Employees,Yes
10803,lee-dohm,Employees,lee-dohm,Employees,Yes
10797,joshaber,Employees,joshaber,Employees,Yes
10795,lee-dohm,Employees,lee-dohm,Employees,Yes
10792,joshaber,Employees,joshaber,Employees,Yes
10789,as-cii,Employees,as-cii,Employees,Yes
10782,simurai,Employees,simurai,Employees,Yes
10778,bbenoist,Volunteers,50Wliu,Volunteers,No
10768,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10764,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10758,joshaber,Employees,joshaber,Employees,Yes
10748,lee-dohm,Employees,damieng,Employees,No
10747,damieng,Employees,iolsen,Employees,No
10743,joshaber,Employees,joshaber,Employees,Yes
10737,natalieogle,Volunteers,benogle,Volunteers,No
10725,50Wliu,Volunteers,50Wliu,Volunteers,Yes
10712,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10708,joshaber,Employees,joshaber,Employees,Yes
10695,thedaniel,Volunteers,thedaniel,Volunteers,Yes
10694,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10692,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10691,50Wliu,Volunteers,50Wliu,Volunteers,Yes
10679,n-riesco,Volunteers,lee-dohm,Employees,No
10675,thedaniel,Volunteers,benogle,Volunteers,No
10673,50Wliu,Volunteers,joshaber,Employees,No
10666,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10660,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10658,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10646,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10645,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10640,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10605,kuychaco,Employees,kuychaco,Employees,Yes
10595,mnquintana,Volunteers,mnquintana,Volunteers,Yes
10581,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10552,dirk-thomas,Volunteers,lee-dohm,Employees,No
10549,joshaber,Employees,joshaber,Employees,Yes
10523,joshaber,Employees,joshaber,Employees,Yes
10511,joefitzgerald,Volunteers,nathansobo,Employees,No
10507,joshaber,Employees,joshaber,Employees,Yes
10486,bolinfest,Volunteers,maxbrunsfeld,Employees,No
10468,joshaber,Employees,joshaber,Employees,Yes
10452,pra85,Volunteers,mnquintana,Volunteers,No
10445,joshaber,Employees,joshaber,Employees,Yes
10441,casesandberg,Volunteers,50Wliu,Volunteers,No
10415,50Wliu,Volunteers,joshaber,Employees,No
10409,kuychaco,Employees,kuychaco,Employees,Yes
10395,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10379,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10377,joshaber,Employees,joshaber,Employees,Yes
10375,joshaber,Employees,nathansobo,Employees,No
10365,svanharmelen,Volunteers,50Wliu,Volunteers,No
10362,mnquintana,Volunteers,mnquintana,Volunteers,Yes
10361,mnquintana,Volunteers,joshaber,Employees,No
10359,ypresto,Volunteers,joshaber,Employees,No
10352,thedaniel,Volunteers,joshaber,Employees,No
10349,Tyriar,Volunteers,maxbrunsfeld,Employees,No
10341,mnquintana,Volunteers,joshaber,Employees,No
10336,50Wliu,Volunteers,maxbrunsfeld,Employees,No
10334,50Wliu,Volunteers,maxbrunsfeld,Employees,No
10332,lee-dohm,Employees,mnquintana,Volunteers,No
10328,lee-dohm,Employees,lee-dohm,Employees,Yes
10327,joshaber,Employees,joshaber,Employees,Yes
10326,raelyard,Volunteers,damieng,Employees,No
10310,kuychaco,Employees,kuychaco,Employees,Yes
10296,viatsko,Volunteers,joshaber,Employees,No
10293,as-cii,Employees,joshaber,Employees,No
10280,mnquintana,Volunteers,mnquintana,Volunteers,Yes
10277,nathansobo,Employees,nathansobo,Employees,Yes
10257,thisiskj,Volunteers,lee-dohm,Employees,No
10256,leo,Volunteers,lee-dohm,Employees,No
10249,joshaber,Employees,joshaber,Employees,Yes
10247,joshaber,Employees,joshaber,Employees,Yes
10236,joshaber,Employees,joshaber,Employees,Yes
10233,joshaber,Employees,joshaber,Employees,Yes
10226,danielbayley,Volunteers,benogle,Volunteers,No
10219,pimentel,Volunteers,lee-dohm,Employees,No
10178,kuychaco,Employees,nathansobo,Employees,No
10139,sparanoid,Volunteers,as-cii,Employees,No
10126,as-cii,Employees,as-cii,Employees,Yes
10095,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10084,as-cii,Employees,as-cii,Employees,Yes
10068,lee-dohm,Employees,lee-dohm,Employees,Yes
10062,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10031,lee-dohm,Employees,lee-dohm,Employees,Yes
10028,nathansobo,Employees,as-cii,Employees,No
10027,nathansobo,Employees,as-cii,Employees,No
10017,as-cii,Employees,nathansobo,Employees,No
10004,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
10001,svanharmelen,Volunteers,50Wliu,Volunteers,No
9997,as-cii,Employees,as-cii,Employees,Yes
9990,scv119,Volunteers,maxbrunsfeld,Employees,No
9975,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9972,nathansobo,Employees,nathansobo,Employees,Yes
9968,as-cii,Employees,as-cii,Employees,Yes
9948,dirk-thomas,Volunteers,maxbrunsfeld,Employees,No
9947,nathansobo,Employees,nathansobo,Employees,Yes
9937,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9930,as-cii,Employees,as-cii,Employees,Yes
9921,50Wliu,Volunteers,50Wliu,Volunteers,Yes
9894,BrainCrumbz,Volunteers,lee-dohm,Employees,No
9878,nathansobo,Employees,nathansobo,Employees,Yes
9831,as-cii,Employees,as-cii,Employees,Yes
9802,ssorallen,Volunteers,kevinsawicki,Employees,No
9798,raelyard,Volunteers,iolsen,Employees,No
9797,as-cii,Employees,as-cii,Employees,Yes
9796,as-cii,Employees,nathansobo,Employees,No
9788,as-cii,Employees,as-cii,Employees,Yes
9773,maxbrunsfeld,Employees,nathansobo,Employees,No
9772,scv119,Volunteers,nathansobo,Employees,No
9748,fscherwi,Volunteers,lee-dohm,Employees,No
9730,zeke,Employees,kevinsawicki,Employees,No
9729,joshaber,Employees,joshaber,Employees,Yes
9711,as-cii,Employees,as-cii,Employees,Yes
9709,as-cii,Employees,as-cii,Employees,Yes
9687,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9684,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9681,nathansobo,Employees,nathansobo,Employees,Yes
9672,nathansobo,Employees,nathansobo,Employees,Yes
9670,50Wliu,Volunteers,kevinsawicki,Employees,No
9668,50Wliu,Volunteers,50Wliu,Volunteers,Yes
9665,nathansobo,Employees,nathansobo,Employees,Yes
9664,nathansobo,Employees,nathansobo,Employees,Yes
9655,50Wliu,Volunteers,50Wliu,Volunteers,Yes
9654,thedaniel,Volunteers,thedaniel,Volunteers,Yes
9642,colllin,Volunteers,nathansobo,Employees,No
9636,DouweM,Volunteers,maxbrunsfeld,Employees,No
9633,izuzak,Employees,izuzak,Employees,Yes
9627,50Wliu,Volunteers,maxbrunsfeld,Employees,No
9620,DouweM,Volunteers,kevinsawicki,Employees,No
9609,DouweM,Volunteers,kevinsawicki,Employees,No
9607,DouweM,Volunteers,nathansobo,Employees,No
9606,DouweM,Volunteers,kevinsawicki,Employees,No
9585,50Wliu,Volunteers,50Wliu,Volunteers,Yes
9575,as-cii,Employees,as-cii,Employees,Yes
9554,didrocks,Volunteers,iolsen,Employees,No
9539,simurai,Employees,thedaniel,Volunteers,No
9529,as-cii,Employees,nathansobo,Employees,No
9528,efatsi,Volunteers,maxbrunsfeld,Employees,No
9527,joefitzgerald,Volunteers,nathansobo,Employees,No
9524,as-cii,Employees,as-cii,Employees,Yes
9514,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9513,Ingramz,Volunteers,nathansobo,Employees,No
9508,as-cii,Employees,as-cii,Employees,Yes
9507,as-cii,Employees,as-cii,Employees,Yes
9501,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9490,aki77,Volunteers,nathansobo,Employees,No
9485,nathansobo,Employees,nathansobo,Employees,Yes
9484,50Wliu,Volunteers,nathansobo,Employees,No
9481,joefitzgerald,Volunteers,nathansobo,Employees,No
9480,simurai,Employees,simurai,Employees,Yes
9477,joefitzgerald,Volunteers,nathansobo,Employees,No
9476,nathansobo,Employees,nathansobo,Employees,Yes
9471,joshaber,Employees,joshaber,Employees,Yes
9468,as-cii,Employees,as-cii,Employees,Yes
9452,svanharmelen,Volunteers,50Wliu,Volunteers,No
9445,50Wliu,Volunteers,50Wliu,Volunteers,Yes
9444,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9440,50Wliu,Volunteers,benogle,Volunteers,No
9426,nathansobo,Employees,nathansobo,Employees,Yes
9422,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9420,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9419,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9383,as-cii,Employees,nathansobo,Employees,No
9333,izuzak,Employees,izuzak,Employees,Yes
9318,as-cii,Employees,as-cii,Employees,Yes
9313,yakirac,Volunteers,thedaniel,Volunteers,No
9283,Tyriar,Volunteers,izuzak,Employees,No
9274,simurai,Employees,benogle,Volunteers,No
9268,thomasjo,Volunteers,thomasjo,Volunteers,Yes
9260,fazlearefin,Volunteers,benogle,Volunteers,No
9249,nathansobo,Employees,nathansobo,Employees,Yes
9248,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9244,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9238,izuzak,Employees,nathansobo,Employees,No
9235,nathansobo,Employees,nathansobo,Employees,Yes
9234,nathansobo,Employees,nathansobo,Employees,Yes
9227,izuzak,Employees,izuzak,Employees,Yes
9222,as-cii,Employees,nathansobo,Employees,No
9218,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9213,thedaniel,Volunteers,joshaber,Employees,No
9198,alexchandel,Volunteers,benogle,Volunteers,No
9192,nathansobo,Employees,nathansobo,Employees,Yes
9184,50Wliu,Volunteers,nathansobo,Employees,No
9181,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9177,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9162,as-cii,Employees,nathansobo,Employees,No
9157,50Wliu,Volunteers,nathansobo,Employees,No
9156,50Wliu,Volunteers,50Wliu,Volunteers,Yes
9152,benogle,Volunteers,benogle,Volunteers,Yes
9141,as-cii,Employees,as-cii,Employees,Yes
9135,50Wliu,Volunteers,50Wliu,Volunteers,Yes
9132,mrodalgaard,Volunteers,maxbrunsfeld,Employees,No
9131,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
9127,nathansobo,Employees,nathansobo,Employees,Yes
9123,ForNeVeR,Volunteers,mnquintana,Volunteers,No
9122,ForNeVeR,Volunteers,maxbrunsfeld,Employees,No
9104,joseramonc,Volunteers,maxbrunsfeld,Employees,No
9101,thomasjo,Volunteers,kevinsawicki,Employees,No
9096,izuzak,Employees,izuzak,Employees,Yes
9067,as-cii,Employees,nathansobo,Employees,No
9062,fscherwi,Volunteers,thomasjo,Volunteers,No
9051,nathansobo,Employees,nathansobo,Employees,Yes
9029,ssorallen,Volunteers,nathansobo,Employees,No
9024,EasyHard,Volunteers,nathansobo,Employees,No
9022,jeremyramin,Volunteers,benogle,Volunteers,No
8985,as-cii,Employees,as-cii,Employees,Yes
8983,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8972,thomasjo,Volunteers,thomasjo,Volunteers,Yes
8968,nathansobo,Employees,nathansobo,Employees,Yes
8958,50Wliu,Volunteers,50Wliu,Volunteers,Yes
8945,as-cii,Employees,zcbenz,Employees,No
8933,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8931,ssorallen,Volunteers,nathansobo,Employees,No
8927,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8926,as-cii,Employees,as-cii,Employees,Yes
8919,bencolon,Volunteers,nathansobo,Employees,No
8905,as-cii,Employees,as-cii,Employees,Yes
8900,zcbenz,Employees,zcbenz,Employees,Yes
8897,ssorallen,Volunteers,maxbrunsfeld,Employees,No
8895,as-cii,Employees,as-cii,Employees,Yes
8892,nathansobo,Employees,nathansobo,Employees,Yes
8873,as-cii,Employees,nathansobo,Employees,No
8862,phord,Volunteers,maxbrunsfeld,Employees,No
8859,izuzak,Employees,izuzak,Employees,Yes
8854,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8852,nathansobo,Employees,nathansobo,Employees,Yes
8848,nathansobo,Employees,nathansobo,Employees,Yes
8829,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8828,izuzak,Employees,izuzak,Employees,Yes
8826,scv119,Volunteers,nathansobo,Employees,No
8822,svanharmelen,Volunteers,50Wliu,Volunteers,No
8816,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8815,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8811,as-cii,Employees,nathansobo,Employees,No
8801,thedaniel,Volunteers,izuzak,Employees,No
8793,BrainCrumbz,Volunteers,damieng,Employees,No
8788,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8787,50Wliu,Volunteers,kevinsawicki,Employees,No
8783,as-cii,Employees,as-cii,Employees,Yes
8779,zcbenz,Employees,nathansobo,Employees,No
8778,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8751,Ingramz,Volunteers,izuzak,Employees,No
8732,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8731,mnquintana,Volunteers,thedaniel,Volunteers,No
8730,as-cii,Employees,as-cii,Employees,Yes
8721,scv119,Volunteers,maxbrunsfeld,Employees,No
8715,nathansobo,Employees,nathansobo,Employees,Yes
8699,as-cii,Employees,nathansobo,Employees,No
8682,thomasjo,Volunteers,nathansobo,Employees,No
8680,nathansobo,Employees,nathansobo,Employees,Yes
8676,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8672,fedorov,Volunteers,lee-dohm,Employees,No
8668,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8665,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8663,lee-dohm,Employees,lee-dohm,Employees,Yes
8661,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8660,as-cii,Employees,nathansobo,Employees,No
8646,jeancroy,Volunteers,nathansobo,Employees,No
8642,nathansobo,Employees,nathansobo,Employees,Yes
8632,devoncarew,Volunteers,maxbrunsfeld,Employees,No
8627,nathansobo,Employees,nathansobo,Employees,Yes
8624,nathansobo,Employees,nathansobo,Employees,Yes
8623,aranajhonny,Volunteers,mnquintana,Volunteers,No
8617,CosmicWebServices,Volunteers,50Wliu,Volunteers,No
8612,simurai,Employees,thomasjo,Volunteers,No
8608,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8604,lpommers,Volunteers,as-cii,Employees,No
8601,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8599,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8589,bcoe,Volunteers,thomasjo,Volunteers,No
8571,jacekkopecky,Volunteers,maxbrunsfeld,Employees,No
8561,50Wliu,Volunteers,50Wliu,Volunteers,Yes
8558,nathansobo,Employees,nathansobo,Employees,Yes
8555,ryanpcmcquen,Volunteers,50Wliu,Volunteers,No
8548,nathansobo,Employees,nathansobo,Employees,Yes
8547,nathansobo,Employees,nathansobo,Employees,Yes
8537,as-cii,Employees,simurai,Employees,No
8536,as-cii,Employees,nathansobo,Employees,No
8533,ssorallen,Volunteers,maxbrunsfeld,Employees,No
8531,nathansobo,Employees,nathansobo,Employees,Yes
8530,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8527,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8526,jacekkopecky,Volunteers,maxbrunsfeld,Employees,No
8520,as-cii,Employees,nathansobo,Employees,No
8507,thomasjo,Volunteers,maxbrunsfeld,Employees,No
8506,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8500,natthu,Volunteers,as-cii,Employees,No
8497,ssorallen,Volunteers,nathansobo,Employees,No
8496,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8494,lpommers,Volunteers,nathansobo,Employees,No
8480,jeremyramin,Volunteers,maxbrunsfeld,Employees,No
8475,nathansobo,Employees,nathansobo,Employees,Yes
8473,lee-dohm,Employees,kevinsawicki,Employees,No
8469,izuzak,Employees,izuzak,Employees,Yes
8452,mrodalgaard,Volunteers,kevinsawicki,Employees,No
8446,nathansobo,Employees,nathansobo,Employees,Yes
8442,paulcbetts,Volunteers,kevinsawicki,Employees,No
8441,lee-dohm,Employees,nathansobo,Employees,No
8440,thomasjo,Volunteers,thomasjo,Volunteers,Yes
8436,as-cii,Employees,as-cii,Employees,Yes
8433,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8431,thomasjo,Volunteers,nathansobo,Employees,No
8420,jssln,Volunteers,nathansobo,Employees,No
8419,aranajhonny,Volunteers,kevinsawicki,Employees,No
8397,jonathandelgado,Volunteers,maxbrunsfeld,Employees,No
8377,nathansobo,Employees,nathansobo,Employees,Yes
8373,nathansobo,Employees,nathansobo,Employees,Yes
8358,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8357,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8356,benogle,Volunteers,benogle,Volunteers,Yes
8350,nathansobo,Employees,nathansobo,Employees,Yes
8334,nathansobo,Employees,nathansobo,Employees,Yes
8321,as-cii,Employees,thomasjo,Volunteers,No
8312,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8308,nathansobo,Employees,nathansobo,Employees,Yes
8266,yomybaby,Volunteers,nathansobo,Employees,No
8256,nathansobo,Employees,nathansobo,Employees,Yes
8255,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8254,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8238,bolinfest,Volunteers,thomasjo,Volunteers,No
8232,lpommers,Volunteers,nathansobo,Employees,No
8229,svanharmelen,Volunteers,50Wliu,Volunteers,No
8225,benogle,Volunteers,benogle,Volunteers,Yes
8220,benogle,Volunteers,benogle,Volunteers,Yes
8214,izuzak,Employees,nathansobo,Employees,No
8208,nathansobo,Employees,nathansobo,Employees,Yes
8205,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8189,simurai,Employees,thomasjo,Volunteers,No
8182,bolinfest,Volunteers,thomasjo,Volunteers,No
8179,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8173,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8170,paulcbetts,Volunteers,thomasjo,Volunteers,No
8165,svanharmelen,Volunteers,mnquintana,Volunteers,No
8162,50Wliu,Volunteers,thomasjo,Volunteers,No
8158,MaximSokolov,Volunteers,nathansobo,Employees,No
8151,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8150,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8148,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8146,nathansobo,Employees,nathansobo,Employees,Yes
8144,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8142,kevinsawicki,Employees,kevinsawicki,Employees,Yes
8141,nathansobo,Employees,nathansobo,Employees,Yes
8140,nathansobo,Employees,nathansobo,Employees,Yes
8130,tmunro,Volunteers,maxbrunsfeld,Employees,No
8126,benogle,Volunteers,benogle,Volunteers,Yes
8125,50Wliu,Volunteers,50Wliu,Volunteers,Yes
8123,nathansobo,Employees,nathansobo,Employees,Yes
8122,ssorallen,Volunteers,kevinsawicki,Employees,No
8121,ssorallen,Volunteers,kevinsawicki,Employees,No
8120,ssorallen,Volunteers,kevinsawicki,Employees,No
8119,nathansobo,Employees,nathansobo,Employees,Yes
8112,as-cii,Employees,as-cii,Employees,Yes
8110,mnquintana,Volunteers,mnquintana,Volunteers,Yes
8109,batjko,Volunteers,kevinsawicki,Employees,No
8107,batjko,Volunteers,mnquintana,Volunteers,No
8105,as-cii,Employees,nathansobo,Employees,No
8103,50Wliu,Volunteers,50Wliu,Volunteers,Yes
8101,drewkett,Volunteers,kevinsawicki,Employees,No
8098,as-cii,Employees,as-cii,Employees,Yes
8095,nathansobo,Employees,nathansobo,Employees,Yes
8094,smashwilson,Employees,benogle,Volunteers,No
8092,MaximSokolov,Volunteers,maxbrunsfeld,Employees,No
8082,50Wliu,Volunteers,50Wliu,Volunteers,Yes
8071,benogle,Volunteers,benogle,Volunteers,Yes
8062,MaximSokolov,Volunteers,kevinsawicki,Employees,No
8061,50Wliu,Volunteers,maxbrunsfeld,Employees,No
8053,oggy,Volunteers,thomasjo,Volunteers,No
8051,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8048,svanharmelen,Volunteers,maxbrunsfeld,Employees,No
8041,as-cii,Employees,as-cii,Employees,Yes
8025,lpommers,Volunteers,maxbrunsfeld,Employees,No
8020,bolinfest,Volunteers,nathansobo,Employees,No
8010,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
8009,jlord,Volunteers,nathansobo,Employees,No
8002,svanharmelen,Volunteers,maxbrunsfeld,Employees,No
7996,bolinfest,Volunteers,thomasjo,Volunteers,No
7966,mnquintana,Volunteers,mnquintana,Volunteers,Yes
7957,simurai,Employees,nathansobo,Employees,No
7953,acontreras89,Volunteers,nathansobo,Employees,No
7950,nathansobo,Employees,nathansobo,Employees,Yes
7949,nathansobo,Employees,nathansobo,Employees,Yes
7944,thomasjo,Volunteers,thomasjo,Volunteers,Yes
7916,oggy,Volunteers,benogle,Volunteers,No
7896,rameshvarun,Volunteers,nathansobo,Employees,No
7881,bolinfest,Volunteers,thomasjo,Volunteers,No
7880,ghost,Volunteers,benogle,Volunteers,No
7879,ssorallen,Volunteers,benogle,Volunteers,No
7877,thomasjo,Volunteers,nathansobo,Employees,No
7869,izuzak,Employees,nathansobo,Employees,No
7863,bolinfest,Volunteers,bolinfest,Volunteers,Yes
7859,dsandstrom,Volunteers,nathansobo,Employees,No
7858,svanharmelen,Volunteers,maxbrunsfeld,Employees,No
7841,mnquintana,Volunteers,mnquintana,Volunteers,Yes
7813,nathansobo,Employees,nathansobo,Employees,Yes
7809,thedaniel,Volunteers,nathansobo,Employees,No
7808,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
7804,nathansobo,Employees,nathansobo,Employees,Yes
7802,kevinsawicki,Employees,kevinsawicki,Employees,Yes
7798,nathansobo,Employees,nathansobo,Employees,Yes
7797,bkeepers,Employees,kevinsawicki,Employees,No
7778,nathansobo,Employees,nathansobo,Employees,Yes
7770,nathansobo,Employees,nathansobo,Employees,Yes
7769,kevinsawicki,Employees,kevinsawicki,Employees,Yes
7768,izuzak,Employees,kevinsawicki,Employees,No
7767,ssorallen,Volunteers,benogle,Volunteers,No
7754,as-cii,Employees,nathansobo,Employees,No
7748,maxbrunsfeld,Employees,maxbrunsfeld,Employees,Yes
7746,kevinsawicki,Employees,kevinsawicki,Employees,Yes
7744,kevinsawicki,Employees,kevinsawicki,Employees,Yes
7741,mnquintana,Volunteers,mnquintana,Volunteers,Yes
7733,as-cii,Employees,nathansobo,Employees,No
7717,izuzak,Employees,kevinsawicki,Employees,No
7699,nounoursheureux,Volunteers,kevinsawicki,Employees,No
7683,mnquintana,Volunteers,mnquintana,Volunteers,Yes
7667,jlord,Volunteers,kevinsawicki,Employees,No
7660,mnquintana,Volunteers,mnquintana,Volunteers,Yes
7640,nathansobo,Employees,nathansobo,Employees,Yes
7638,joefitzgerald,Volunteers,nathansobo,Employees,No
7633,nathansobo,Employees,nathansobo,Employees,Yes
7624,isghe,Volunteers,mnquintana,Volunteers,No
7612,nathansobo,Employees,nathansobo,Employees,Yes
7602,nathansobo,Employees,nathansobo,Employees,Yes
7596,mnquintana,Volunteers,kevinsawicki,Employees,No
7587,mnquintana,Volunteers,simurai,Employees,No
7573,viddo,Volunteers,kevinsawicki,Employees,No
7563,nathansobo,Employees,nathansobo,Employees,Yes
7562,mnquintana,Volunteers,mnquintana,Volunteers,Yes
7560,kevinsawicki,Employees,kevinsawicki,Employees,Yes
7558,nathansobo,Employees,nathansobo,Employees,Yes
7521,ghost,Volunteers,mnquintana,Volunteers,No
7458,nounoursheureux,Volunteers,thedaniel,Volunteers,No
7426,drewkett,Volunteers,mnquintana,Volunteers,No
7411,deprint,Volunteers,benogle,Volunteers,No
7395,oggy,Volunteers,benogle,Volunteers,No
7381,blopker,Volunteers,mnquintana,Volunteers,No
7377,mnquintana,Volunteers,benogle,Volunteers,No
